job,marital,h_loan,p_loan,month,day_of_week,poutcome
admin.,married,no,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
services,married,no,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
unemployed,married,yes,yes,jul,thu,nonexistent
housemaid,married,no,no,jul,thu,nonexistent
technician,divorced,yes,yes,jul,thu,nonexistent
management,married,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
retired,divorced,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
technician,divorced,yes,no,jul,thu,nonexistent
admin.,single,no,yes,jul,thu,nonexistent
blue-collar,married,yes,yes,jul,thu,nonexistent
management,married,yes,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
admin.,divorced,yes,yes,jul,thu,nonexistent
services,married,no,no,jul,thu,nonexistent
services,married,yes,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
technician,divorced,no,no,jul,thu,nonexistent
technician,single,yes,yes,jul,thu,nonexistent
services,married,no,yes,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
admin.,divorced,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,married,no,yes,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
services,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,divorced,yes,no,jul,thu,nonexistent
blue-collar,divorced,no,no,jul,thu,nonexistent
admin.,divorced,yes,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
blue-collar,divorced,no,no,jul,thu,nonexistent
admin.,divorced,no,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
admin.,divorced,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
services,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
services,single,yes,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
blue-collar,divorced,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
housemaid,married,no,no,jul,thu,nonexistent
admin.,divorced,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
housemaid,married,no,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
student,single,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
student,single,yes,no,jul,thu,nonexistent
student,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
admin.,single,no,yes,jul,thu,nonexistent
retired,married,yes,no,jul,thu,nonexistent
management,married,no,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
unemployed,married,no,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
services,divorced,no,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
services,married,no,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
admin.,divorced,no,no,jul,thu,nonexistent
management,married,no,no,jul,thu,nonexistent
management,married,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
management,single,yes,yes,jul,thu,nonexistent
management,married,yes,no,jul,thu,nonexistent
admin.,divorced,yes,no,jul,thu,nonexistent
admin.,divorced,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
student,married,no,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
services,married,no,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
blue-collar,single,yes,yes,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
student,divorced,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
admin.,divorced,yes,no,jul,thu,nonexistent
management,married,no,yes,jul,thu,nonexistent
technician,married,no,yes,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
management,married,no,yes,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
unemployed,married,no,no,jul,thu,nonexistent
blue-collar,married,no,yes,jul,thu,nonexistent
blue-collar,married,no,yes,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
technician,married,yes,yes,jul,thu,nonexistent
blue-collar,divorced,yes,yes,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,divorced,no,no,jul,thu,nonexistent
admin.,married,no,yes,jul,thu,nonexistent
blue-collar,divorced,no,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
self-employed,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
services,single,no,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
self-employed,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
retired,divorced,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
services,single,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
technician,single,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,single,yes,yes,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
self-employed,married,no,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
self-employed,married,no,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
blue-collar,single,yes,yes,jul,thu,nonexistent
self-employed,married,no,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
services,divorced,yes,no,jul,thu,nonexistent
services,married,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,divorced,yes,yes,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
blue-collar,divorced,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,married,no,yes,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
technician,single,yes,yes,jul,thu,nonexistent
entrepreneur,single,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
housemaid,married,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
admin.,married,yes,yes,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
management,divorced,no,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
technician,divorced,yes,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
management,married,yes,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
admin.,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
self-employed,single,yes,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
self-employed,married,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
technician,married,no,yes,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,single,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
housemaid,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
entrepreneur,married,no,no,jul,thu,nonexistent
entrepreneur,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
technician,married,no,yes,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
admin.,single,yes,yes,jul,thu,nonexistent
entrepreneur,divorced,no,no,jul,thu,nonexistent
retired,divorced,yes,no,jul,thu,nonexistent
services,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
entrepreneur,divorced,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
entrepreneur,divorced,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,yes,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
services,single,no,no,jul,thu,nonexistent
management,married,no,no,jul,thu,nonexistent
management,single,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,yes,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
self-employed,married,yes,yes,jul,thu,nonexistent
housemaid,married,no,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
technician,single,no,yes,jul,thu,nonexistent
entrepreneur,divorced,yes,no,jul,thu,nonexistent
blue-collar,single,yes,yes,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
housemaid,single,yes,yes,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
housemaid,single,yes,no,jul,thu,nonexistent
blue-collar,married,yes,yes,jul,thu,nonexistent
services,single,no,no,jul,thu,nonexistent
management,married,no,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
admin.,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
blue-collar,married,no,no,jul,thu,nonexistent
housemaid,divorced,yes,yes,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
technician,married,no,yes,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
entrepreneur,divorced,no,yes,jul,thu,nonexistent
services,single,no,no,jul,thu,nonexistent
entrepreneur,divorced,yes,yes,jul,thu,nonexistent
services,married,no,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
blue-collar,married,yes,no,jul,thu,nonexistent
services,single,no,no,jul,thu,nonexistent
management,divorced,no,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
admin.,single,yes,no,jul,thu,nonexistent
self-employed,married,yes,no,jul,thu,nonexistent
blue-collar,single,yes,no,jul,thu,nonexistent
admin.,single,no,no,jul,thu,nonexistent
technician,married,yes,no,jul,thu,nonexistent
technician,single,no,no,jul,thu,nonexistent
management,married,yes,no,jul,thu,nonexistent
management,married,no,yes,jul,thu,nonexistent
technician,married,no,no,jul,thu,nonexistent
entrepreneur,single,no,no,jul,fri,nonexistent
admin.,married,no,no,jul,fri,nonexistent
blue-collar,divorced,yes,no,jul,fri,nonexistent
blue-collar,single,yes,yes,jul,fri,nonexistent
admin.,married,yes,no,jul,fri,nonexistent
admin.,married,no,no,jul,fri,nonexistent
blue-collar,divorced,no,no,jul,fri,nonexistent
admin.,married,yes,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
blue-collar,married,yes,yes,jul,fri,nonexistent
technician,married,yes,no,jul,fri,nonexistent
blue-collar,single,yes,no,jul,fri,nonexistent
services,married,yes,no,jul,fri,nonexistent
services,married,yes,no,jul,fri,nonexistent
admin.,divorced,no,no,jul,fri,nonexistent
admin.,married,yes,no,jul,fri,nonexistent
technician,married,yes,no,jul,fri,nonexistent
admin.,divorced,yes,no,jul,fri,nonexistent
student,single,no,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
blue-collar,married,yes,yes,jul,fri,nonexistent
blue-collar,married,no,no,jul,fri,nonexistent
blue-collar,married,no,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
blue-collar,single,no,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
services,single,yes,no,jul,fri,nonexistent
services,single,yes,no,jul,fri,nonexistent
student,single,no,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
student,single,no,no,jul,fri,nonexistent
student,single,yes,yes,jul,fri,nonexistent
services,single,no,no,jul,fri,nonexistent
student,single,no,no,jul,fri,nonexistent
management,married,yes,yes,jul,fri,nonexistent
student,single,yes,no,jul,fri,nonexistent
student,single,no,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
admin.,married,no,no,jul,fri,nonexistent
admin.,married,yes,yes,jul,fri,nonexistent
blue-collar,married,no,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
retired,divorced,yes,no,jul,fri,nonexistent
technician,married,no,yes,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
blue-collar,married,no,no,jul,fri,nonexistent
services,divorced,no,no,jul,fri,nonexistent
retired,single,no,no,jul,fri,nonexistent
blue-collar,married,no,no,jul,fri,nonexistent
entrepreneur,divorced,no,no,jul,fri,nonexistent
services,married,yes,no,jul,fri,nonexistent
blue-collar,married,no,no,jul,fri,nonexistent
admin.,single,yes,no,jul,fri,nonexistent
blue-collar,married,yes,yes,jul,fri,nonexistent
services,single,yes,no,jul,fri,nonexistent
technician,married,no,no,jul,fri,nonexistent
housemaid,married,no,no,jul,fri,nonexistent
services,married,yes,no,jul,fri,nonexistent
housemaid,married,no,no,jul,fri,nonexistent
management,single,no,no,jul,fri,nonexistent
housemaid,married,no,yes,jul,fri,nonexistent
retired,married,yes,no,jul,fri,nonexistent
blue-collar,married,no,no,jul,fri,nonexistent
entrepreneur,married,yes,no,jul,fri,nonexistent
blue-collar,single,yes,no,jul,fri,nonexistent
retired,married,yes,no,jul,fri,nonexistent
admin.,single,yes,no,jul,fri,nonexistent
technician,married,yes,no,jul,fri,nonexistent
retired,married,no,no,jul,fri,nonexistent
admin.,married,yes,no,jul,fri,nonexistent
blue-collar,divorced,yes,no,jul,fri,nonexistent
blue-collar,single,yes,no,jul,fri,nonexistent
blue-collar,married,yes,no,jul,fri,nonexistent
